name,price,rating,ratingNumber,img,FirstCategory,SecondCategory,GetItByTomorrow
"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",3.56,4.2,"24,432",https://m.media-amazon.com/images/I/51LuP5KXg5L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,Cameras&Photography,True
SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),6.89,4.3,"1,89,104",https://m.media-amazon.com/images/I/41sAt4BZydL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,ExternalDevices&DataStorage,False
TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,29.76,4.2,"93,112",https://m.media-amazon.com/images/I/31pcbVy11RL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,Cameras&Photography,True
"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",14.28,3.9,"47,521",https://m.media-amazon.com/images/I/41IAc+vLV7S._SY300_SX300_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,4.75,4.3,"27,201",https://m.media-amazon.com/images/I/418YrbHVLCL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,GeneralPurposeBatteries&BatteryChargers,False
"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",3.32,4.3,"31,534",https://m.media-amazon.com/images/I/31iFF1KbkpL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",29.76,3.9,"7,571",https://m.media-amazon.com/images/I/317lVfwVu8L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,WearableTechnology,True
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",1.63,4.4,"6,537",https://m.media-amazon.com/images/I/51owoY2Xq7L._SX300_SY300_QL70_FMwebp_.jpg,OfficeProducts,OfficePaperProducts,True
"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",3.56,4.5,"21,010",https://m.media-amazon.com/images/I/51E0xvwRCpL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",21.42,3.9,"3,517",https://m.media-amazon.com/images/I/31ylgpMYDwL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",23.8,4.3,"63,899",https://m.media-amazon.com/images/I/51RTfgkScMS._SX300_SY300_QL70_FMwebp_.jpg,Electronics,HomeAudio,False
Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,4.75,4.1,"5,730",https://m.media-amazon.com/images/I/41cOH84GhGL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",20.23,4.2,"25,488",https://m.media-amazon.com/images/I/41n2MqMIH5L._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",8.32,4.5,"54,405",https://m.media-amazon.com/images/I/31CtVvtFt+L._SY300_SX300_.jpg,Computers&Accessories,Accessories&Peripherals,False
TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,13.68,4.2,"1,22,478",https://m.media-amazon.com/images/I/314QZXF1dHL._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,NetworkingDevices,False
"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",17.8,4.3,"7,241",https://m.media-amazon.com/images/I/41tLaG2nSpL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",10.11,4.0,"20,457",https://m.media-amazon.com/images/I/41YjSD1XPoS._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,5.24,4.5,"8,610",https://m.media-amazon.com/images/I/41cRLg+wdIL._SY300_SX300_.jpg,OfficeProducts,OfficeElectronics,False
"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",7.13,3.9,"1,087",https://m.media-amazon.com/images/I/315g5ipEPAL._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",1.77,4.0,"1,540",https://m.media-amazon.com/images/I/51JIngdPfEL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",3.44,4.1,401,https://m.media-amazon.com/images/I/31GrCGz9drL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",2.13,3.4,"9,385",https://m.media-amazon.com/images/I/31oMWLNvoVS._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",17.85,4.0,"92,588",https://m.media-amazon.com/images/I/41UD9vNsIjS._SX300_SY300_QL70_FMwebp_.jpg,Electronics,WearableTechnology,False
"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",4.75,3.4,"3,454",https://m.media-amazon.com/images/I/313nBNJrT6L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"Headphones,Earbuds&Accessories",False
"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",7.13,4.3,"15,790",https://m.media-amazon.com/images/I/31luFfya0kL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",11.3,3.9,"14,969",https://m.media-amazon.com/images/I/41U9-x0JGPL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",29.76,4.1,"42,139",https://m.media-amazon.com/images/I/41P+nvE9FYL._SY300_SX300_.jpg,Electronics,WearableTechnology,True
Eveready Red 1012 AAA Batteries - Pack of 10,1.89,4.3,989,https://m.media-amazon.com/images/I/517nCRsjYeL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,GeneralPurposeBatteries&BatteryChargers,False
"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",15.83,4.5,"19,624",https://m.media-amazon.com/images/I/41O4rjSlneL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,Accessories,True
Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,6.79,4.2,"3,201",https://m.media-amazon.com/images/I/21qdAZyu9xL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",10.7,4.1,"30,469",https://m.media-amazon.com/images/I/41Qf-pUQr9L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,HomeAudio,False
"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",5.35,4.4,"9,940",https://m.media-amazon.com/images/I/41GogihEYeL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",6.54,4.3,"7,758",https://m.media-amazon.com/images/I/31R4HANvX2L._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,ExternalDevices&DataStorage,False
"TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz",18.21,4.3,"68,409",https://m.media-amazon.com/images/I/41c7bJo7ooL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,NetworkingDevices,True
"Parker Quink Ink Bottle, Blue",1.19,4.3,"3,095",https://m.media-amazon.com/images/I/4127NZ2xG6L._SX300_SY300_QL70_FMwebp_.jpg,OfficeProducts,OfficePaperProducts,False
STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),3.56,4.2,903,https://m.media-amazon.com/images/I/51r+g8fFJsL._SX300_SY300_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",15.42,4.1,"25,771",https://m.media-amazon.com/images/I/31SAqKSRWyL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),8.32,4.1,"2,73,189",https://m.media-amazon.com/images/I/3101FmUqUOL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",3.0,4.5,"3,785",https://m.media-amazon.com/images/I/51mCZQzY6SL._SX300_SY300_QL70_FMwebp_.jpg,OfficeProducts,OfficePaperProducts,False
Duracell Chhota Power AA Battery Set of 10 Pcs,2.26,4.4,"2,866",https://m.media-amazon.com/images/I/41hmoJUQTuL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,GeneralPurposeBatteries&BatteryChargers,False
"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",15.47,4.3,"27,223",https://m.media-amazon.com/images/I/41KB80oxxfL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)",8.68,4.3,"82,356",https://m.media-amazon.com/images/I/315HWKLDHlL._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,ExternalDevices&DataStorage,False
Parker Classic Gold Gold Trim Ball Pen,5.72,4.3,"5,719",https://m.media-amazon.com/images/I/41Ae67XZACL._SX300_SY300_QL70_FMwebp_.jpg,OfficeProducts,OfficePaperProducts,False
"Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)",11.9,4.3,"1,690",https://m.media-amazon.com/images/I/512Lrv2A-pL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",2.83,4.4,"8,372",https://m.media-amazon.com/images/I/31AQqe9fbJL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black",16.06,4.0,"7,113",https://m.media-amazon.com/images/I/31BWFhkXiPL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black",2.37,3.3,"2,804",https://m.media-amazon.com/images/I/41T3Z43M4yL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Boult Audio Omega with 30dB ANC+ ENC, 32H Playtime, 45ms Latency Gaming Mode, Quad Mic Zen ENC, 3 Equalizer Modes, ANC, Type-C Fast Charging, IPX5 True Wireless in Ear Bluetooth Earbuds (Black)",23.8,3.7,"1,986",https://m.media-amazon.com/images/I/41sEmULXfAL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)",1.18,4.1,"2,451",https://m.media-amazon.com/images/I/21VBjRnsH6L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,Mobiles&Accessories,True
"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop",5.94,5.0,23,https://m.media-amazon.com/images/I/31+Rg6Z46dL._SX300_SY300_.jpg,Computers&Accessories,Accessories&Peripherals,False
Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,21.34,4.5,"26,194",https://m.media-amazon.com/images/I/51esjcOy79L._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,Components,True
"APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics",39.28,3.9,"15,783",https://m.media-amazon.com/images/I/31sSNZUSkfL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",1.49,4.4,"8,053",https://m.media-amazon.com/images/I/41hF4CFTsGL._SX300_SY300_QL70_FMwebp_.jpg,OfficeProducts,OfficePaperProducts,True
"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",4.75,4.1,"2,809",https://m.media-amazon.com/images/I/31BXpfrkEWL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), BoomX™ Tech Rich Bass, Pro+ Calling HD Mic, Touch Controls in Ear Earbuds TWS (Grey)",14.28,3.6,"25,910",https://m.media-amazon.com/images/I/31bUanm+oRL._SY300_SX300_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)",2.8,3.8,"1,173",https://m.media-amazon.com/images/I/411H6yi-tGL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",6.54,3.6,"6,422",https://m.media-amazon.com/images/I/51X5mRykgbL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",1.06,4.2,241,https://m.media-amazon.com/images/I/318Gp3pIqXL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),15.47,3.8,"14,629",https://m.media-amazon.com/images/I/31oumlyiGiL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"Headphones,Earbuds&Accessories",False
"Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)",2.74,4.2,"1,528",https://m.media-amazon.com/images/I/31tk9yOK-qL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green",1.42,4.3,"15,032",https://m.media-amazon.com/images/I/41+d7HRWPwL._SY300_SX300_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"SanDisk Ultra SDHC UHS-I Card 32GB 120MB/s R for DSLR Cameras, for Full HD Recording, 10Y Warranty",5.35,4.4,"69,585",https://m.media-amazon.com/images/I/41nmeIgWsZL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,Accessories,True
"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",20.23,4.1,"14,371",https://m.media-amazon.com/images/I/31RlOXIcTYL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,Mobiles&Accessories,False
"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",6.68,4.4,"3,182",https://m.media-amazon.com/images/I/41+vZl3dF7L._SY300_SX300_.jpg,OfficeProducts,OfficePaperProducts,True
"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)",3.44,4.4,"25,886",https://m.media-amazon.com/images/I/41NF7VStoSL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",7.13,4.4,"4,736",https://m.media-amazon.com/images/I/41bvBlmqDdL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black",66.67,4.4,"73,005",https://m.media-amazon.com/images/I/31iDEczWTWL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,ExternalDevices&DataStorage,False
"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",23.7,4.3,"20,398",https://m.media-amazon.com/images/I/316Q0fvU+2L._SY300_SX300_.jpg,Computers&Accessories,Accessories&Peripherals,False
Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey),5.94,4.3,"2,125",https://m.media-amazon.com/images/I/21UKIwf0IVL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",5.35,4.3,"11,330",https://m.media-amazon.com/images/I/41GogihEYeL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),11.9,4.2,"27,441",https://m.media-amazon.com/images/I/516xGB5Bt+L._SY300_SX300_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Gizga Essentials Webcam Cover, Privacy Protector Webcam Cover Slide, Compatible with Laptop, Desktop, PC, Smartphone, Protect Your Privacy and Security, Strong Adhesive, Set of 3, Black",0.82,4.3,255,https://m.media-amazon.com/images/I/31ZJqJC4frL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold),10.7,4.2,"23,174",https://m.media-amazon.com/images/I/31R5FtHMDiL._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
MAONO AU-400 Lavalier Auxiliary Omnidirectional Microphone (Black),5.69,3.8,"20,218",https://m.media-amazon.com/images/I/413viCgpI+L._SY300_SX300_.jpg,MusicalInstruments,Microphones,False
TABLE MAGIC Multipurpose Laptop Table Mat Finish Top Work at Home Study Table (TM Regular- Black) (Alloy Steel),16.66,4.3,"11,074",https://m.media-amazon.com/images/I/411ZrOollDL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder, Desktop Stand, Cradle, Dock for iPad, Smartphone, Kindle, E-Reader, Fully Foldable, Adjustable Angle, Anti-Slip Pads, Black",1.77,4.1,"25,607",https://m.media-amazon.com/images/I/41wL36XZGXL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Blue)",21.42,4.2,"41,226",https://m.media-amazon.com/images/I/41rfSd9spqL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,HomeAudio,False
"ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A, 250V Protected Electrical Plug for Laptops, Cameras (White)",5.06,4.0,"2,581",https://m.media-amazon.com/images/I/31w-19-3fSL._SY300_SX300_QL70_FMwebp_.jpg,HomeImprovement,Electrical,True
"boAt Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback, 1.75"" Driver, IPX7 & TWS Feature(Black)",11.9,4.1,"18,331",https://m.media-amazon.com/images/I/41aZf9i-QzL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,HomeAudio,True
"Portronics Ruffpad 8.5M Multicolor LCD Writing Pad with Screen 21.5cm (8.5-inch) for Drawing, Playing, Handwriting Gifts for Kids & Adults, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black)",4.5,4.1,"1,779",https://m.media-amazon.com/images/I/31NR4qCjJyL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.",1.18,4.3,388,https://m.media-amazon.com/images/I/41WggyozHQL._SX300_SY300_QL70_FMwebp_.jpg,OfficeProducts,OfficePaperProducts,False
Cuzor 12V Mini ups for WiFi Router | Power Backup up to 4 Hours | Replaceable Battery | Ups for Wi-Fi Router and Modem | Ups for Router up to 2A | ups for uninterrupted wi-fi,17.85,4.5,"8,656",https://m.media-amazon.com/images/I/31VtFl2O33L._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,NetworkingDevices,False
Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),21.61,4.5,"92,925",https://m.media-amazon.com/images/I/31foPNxmwsL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Components,False
"Classmate Pulse Spiral Notebook - 240 mm x 180 mm, Soft Cover, 200 Pages, Unruled",0.8,4.1,"1,269",https://m.media-amazon.com/images/I/51o0rLZiIjL._SX300_SY300_QL70_FMwebp_.jpg,OfficeProducts,OfficePaperProducts,True
Portronics My buddy plus Adjustable Laptop cooling Table (Brown),22.49,4.3,"17,394",https://m.media-amazon.com/images/I/41lS2bd15fL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with Supporting Bluetooth v5.0, Voice Assistant, Rapid Charge, Call Function & Magnetic Earpiece, with mic (Metallic Blue)",5.94,3.6,"9,169",https://m.media-amazon.com/images/I/31gZM-XkOtL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"INOVERA World Map Extended Anti Slip Rubber Gaming Stitched Mouse Pad Desk Mat for Computer Laptop (Black, 900L x 400B x 2H mm)",5.94,4.4,"1,030",https://m.media-amazon.com/images/I/41ep+i03RsL._SX300_SY300_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Seagate One Touch 2TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000400)",69.05,4.5,"50,273",https://m.media-amazon.com/images/I/41BWhztt6EL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,ExternalDevices&DataStorage,False
"ZEBRONICS Zeb-Fame 5watts 2.0 Multi Media Speakers with AUX, USB and Volume Control (Black)",5.94,3.9,"6,742",https://m.media-amazon.com/images/I/51X7oG9862L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,HomeAudio,True
