name,price,rating,ratingNumber,img,FirstCategory,SecondCategory,GetItByTomorrow
"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",107.16,4.0,"12,796",https://m.media-amazon.com/images/I/41wNAXmtvIL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
AGARO Blaze USB 3.0 to USB Type C OTG Adapter,1.66,4.3,"14,185",https://m.media-amazon.com/images/I/212redZnCCL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",47.62,4.3,"17,159",https://m.media-amazon.com/images/I/41r1d8a2WGL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,True
"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",35.7,4.1,"5,179",https://m.media-amazon.com/images/I/413x7j3Z30L._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,False
"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",184.56,4.1,"19,252",https://m.media-amazon.com/images/I/4105IiC5tDL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",107.16,4.0,"12,796",https://m.media-amazon.com/images/I/41VcqwZ-O8L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certified 3.0 Compatible for iPhone, All Smartphones, Tablets & More (Copper & Black)",10.4,4.4,"1,680",https://m.media-amazon.com/images/I/31dYcDtt38L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display",154.79,4.2,"13,246",https://m.media-amazon.com/images/I/51UzDSGpNWL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",6.42,3.8,"14,648",https://m.media-amazon.com/images/I/41m7DLY3yGL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",184.45,4.2,"32,916",https://m.media-amazon.com/images/I/41BnHjRP0ZS._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",238.14,3.9,"25,824",https://m.media-amazon.com/images/I/41iEZV6nKbL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Samsung Original 25W USB Travel Lightning Adapter for Cellular Phones, Black",12.8,4.4,"7,462",https://m.media-amazon.com/images/I/21x1gw1geuL._SY300_SX300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
realme Buds Classic Wired in Ear Earphones with Mic (Black),4.75,4.0,"37,817",https://m.media-amazon.com/images/I/41NuSTFXerL._SX300_SY300_QL70_ML2_.jpg,Electronics,"Headphones,Earbuds&Accessories",False
"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",23.8,4.0,"30,254",https://m.media-amazon.com/images/I/41Coma77U+L._SY300_SX300_.jpg,Electronics,WearableTechnology,True
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Mauve)",23.8,3.8,"17,831",https://m.media-amazon.com/images/I/411q-oMvehL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,False
"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon® 870 5G | 80W FlashCharge",345.31,4.4,"20,311",https://m.media-amazon.com/images/I/51DLLa8HNWL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",27.38,4.2,"69,622",https://m.media-amazon.com/images/I/41lQan54SPL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,True
"Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",4.75,4.0,"3,382",https://m.media-amazon.com/images/I/41MmsYTi06L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",13.68,4.3,"1,40,036",https://m.media-amazon.com/images/I/31R6RP26dzL._SY300_SX300_QL70_ML2_.jpg,Electronics,Accessories,True
"Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",6.3,4.1,"8,599",https://m.media-amazon.com/images/I/31wqydqbA9L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",166.69,4.1,"18,998",https://m.media-amazon.com/images/I/413sCRKobNL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),4.51,4.1,"3,63,713",https://m.media-amazon.com/images/I/31qVddHyy5L._SX300_SY300_QL70_ML2_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",166.69,4.1,"19,252",https://m.media-amazon.com/images/I/41iVkyHeTUL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking",47.62,4.4,73,https://m.media-amazon.com/images/I/51vHAEYKeWL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,False
"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",1.18,4.3,"42,641",https://m.media-amazon.com/images/I/31iE517+NFL._SY300_SX300_.jpg,Electronics,Mobiles&Accessories,False
"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",57.04,4.0,"4,390",https://m.media-amazon.com/images/I/31Sx7+mu+vL._SY300_SX300_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",404.85,4.3,"17,415",https://m.media-amazon.com/images/I/41iEc0hf6TL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),1.18,4.0,"1,396",https://m.media-amazon.com/images/I/41nf9n-v3pL._SX300_SY300_QL70_ML2_.jpg,Computers&Accessories,Accessories&Peripherals,False
"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",3.56,3.6,"18,202",https://m.media-amazon.com/images/I/41EnFjIAoaL._SX300_SY300_QL70_ML2_.jpg,Electronics,"Headphones,Earbuds&Accessories",False
"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",130.97,4.1,"18,998",https://m.media-amazon.com/images/I/41op1vdp-UL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",416.75,4.2,"11,029",https://m.media-amazon.com/images/I/41pQ4gJMwEL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",2.37,4.1,"1,786",https://m.media-amazon.com/images/I/41-oxsVh7nL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",11.9,4.0,"7,222",https://m.media-amazon.com/images/I/21e5ZrIutKS._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",15.47,4.0,"1,28,311",https://m.media-amazon.com/images/I/41w5fk8Vl6L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",7.13,3.5,"83,996",https://m.media-amazon.com/images/I/41qhEf58vbL._SX300_SY300_QL70_ML2_.jpg,Electronics,"Headphones,Earbuds&Accessories",False
"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",7.13,4.3,"1,40,036",https://m.media-amazon.com/images/I/31P2d7102lL._SY300_SX300_QL70_ML2_.jpg,Electronics,Accessories,True
"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",21.42,4.1,"18,678",https://m.media-amazon.com/images/I/31RktQKvhoL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",130.97,4.1,"18,998",https://m.media-amazon.com/images/I/41Vj+8XWIQL._SY300_SX300_.jpg,Electronics,Mobiles&Accessories,True
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",35.71,4.1,"48,449",https://m.media-amazon.com/images/I/41pfjyUPZLL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,True
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Deep Blue)",23.8,3.8,"17,831",https://m.media-amazon.com/images/I/41R9fDKo6iL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,False
MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,7.73,4.2,"1,315",https://m.media-amazon.com/images/I/21df1gnW1SL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",1.42,4.1,"5,999",https://m.media-amazon.com/images/I/511g3fIVsqL._SY300_SX300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",154.79,4.1,"50,772",https://m.media-amazon.com/images/I/411yU+n3UkL._SY300_SX300_.jpg,Electronics,Mobiles&Accessories,False
"Redmi Note 11 Pro + 5G (Phantom White, 8GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",250.05,3.9,"25,824",https://m.media-amazon.com/images/I/410TBgL2KXL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB Wall Charger Adapter for iPhone 11/Xs/XS Max/XR/X/8/7/6/Plus, iPad Pro/Air 2/Mini 3/Mini 4, Samsung S4/S5, and More",2.96,4.0,"14,404",https://m.media-amazon.com/images/I/41v82KfCUuL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),1.18,4.5,"11,339",https://m.media-amazon.com/images/I/31MmkM8HTiL._SY300_SX300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"WeCool C1 Car Mobile Holder with One Click Technology,360° Rotational, Strong Suction Cup,Compatible with 4 to 6 Inch Devices, Wildshield and Dashboard Mobile Holder for Car, and Use",5.82,4.0,"3,626",https://m.media-amazon.com/images/I/41fkuZKjGCL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),4.39,4.0,"32,625",https://m.media-amazon.com/images/I/41z7FRqEerL._SX300_SY300_QL70_ML2_.jpg,Electronics,Accessories,False
"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",184.56,4.1,"19,252",https://m.media-amazon.com/images/I/41iVkyHeTUL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",184.56,4.1,"19,252",https://m.media-amazon.com/images/I/41Yylo75u7L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",273.86,3.9,"25,824",https://m.media-amazon.com/images/I/41iEZV6nKbL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),7.13,4.1,"1,61,679",https://m.media-amazon.com/images/I/41OVH5kIQhL._SX300_SY300_QL70_ML2_.jpg,Electronics,"Headphones,Earbuds&Accessories",False
Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),1.6,4.1,"16,685",https://m.media-amazon.com/images/I/31mbyi7ocJL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core Processor | 6.5"" inch Large Display",89.3,4.0,"30,907",https://m.media-amazon.com/images/I/4147W6koDNL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),13.68,4.3,"1,78,912",https://m.media-amazon.com/images/I/31YFSh7g63L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Red",15.77,4.0,"1,28,311",https://m.media-amazon.com/images/I/41o7qy-j6KL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",166.69,4.1,"19,252",https://m.media-amazon.com/images/I/41Lif4YWC2L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Green)",11.9,4.0,"7,222",https://m.media-amazon.com/images/I/31oA0-q5UzL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",154.79,4.1,"18,998",https://m.media-amazon.com/images/I/41fNkwj-vnL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",184.45,4.2,"32,916",https://m.media-amazon.com/images/I/41iHN9Y07cS._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,11.9,4.6,"26,603",https://m.media-amazon.com/images/I/41Usew0lrWL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",19.04,4.0,"67,950",https://m.media-amazon.com/images/I/41XH-IpxCQL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,True
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Charcoal",15.77,4.0,"1,28,311",https://m.media-amazon.com/images/I/31-hWNXDxiL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",250.05,4.3,"9,499",https://m.media-amazon.com/images/I/41XtHlbmOHL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
MI 33W SonicCharge 2.0 USB Charger for Cellular Phones - White,11.9,4.3,"1,777",https://m.media-amazon.com/images/I/21Z1HsPvyTL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",148.73,4.2,"58,506",https://m.media-amazon.com/images/I/41OBf52bnOL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",214.32,4.0,"21,350",https://m.media-amazon.com/images/I/41OaM+9ZHXL._SY300_SX300_.jpg,Electronics,Mobiles&Accessories,False
"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Rose Gold",16.66,4.0,"9,378",https://m.media-amazon.com/images/I/41MOWVL2YNL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Deep Blue)",17.85,3.9,"21,796",https://m.media-amazon.com/images/I/41fjUA7leTL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,False
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2(Caribbean Green)",23.8,3.8,"17,833",https://m.media-amazon.com/images/I/4141l8ZBWXL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,True
Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro Max - 2 Pack (Sensor Protection),11.9,4.7,"7,779",https://m.media-amazon.com/images/I/51EiPNlJDgL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",24.99,4.3,"17,129",https://m.media-amazon.com/images/I/31jgUvSar0L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C PD 18W + QC 3.0A) Compatible with All Smartphones(Black)",4.01,4.2,"4,969",https://m.media-amazon.com/images/I/31AGkV82sES._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart Calling with Ultra-Seamless BT Calling Chip,20 Built-In Watch Faces,100 + Sports Modes,Menu Personalization,In-Built Games(Charcoal Black)",35.71,4.1,154,https://m.media-amazon.com/images/I/41fXq5ZKACL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,False
"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Color Display, Real Heart Rate Monitor, SpO2, Watch Faces, 5 Days Runtime, Fitness Trackers & IP68 Waterproof (Pink)",15.47,3.3,"4,415",https://m.media-amazon.com/images/I/41k-VlGbYnL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,True
"iQOO vivo Z6 5G (Dynamo Black, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",196.46,4.0,"21,350",https://m.media-amazon.com/images/I/41S7tnENirL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
Samsung Ehs64 Ehs64Avfwecinu Hands-Free Wired In Ear Earphones With Mic With Remote Note (White),5.94,4.2,"31,539",https://m.media-amazon.com/images/I/31FzYVC62wL._SX300_SY300_QL70_ML2_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro - 2 Pack (Sensor Protection),11.9,4.6,"6,129",https://m.media-amazon.com/images/I/51R2kfyMW5L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Samsung Galaxy M04 Dark Blue, 4GB RAM, 128GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",125.02,4.2,284,https://m.media-amazon.com/images/I/41kg-+XWoxL._SY300_SX300_.jpg,Electronics,Mobiles&Accessories,True
"SWAPKART Flexible Mobile Tabletop Stand, Metal Built, Heavy Duty Foldable Lazy Bracket Clip Mount Multi Angle Clamp for All Smartphones (Pack of 1), Multi Color",2.99,3.7,"3,234",https://m.media-amazon.com/images/I/41pQWwAzVyL._SY300_SX300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",77.39,4.1,"3,13,832",https://m.media-amazon.com/images/I/41P4Al+S3zL._SY300_SX300_.jpg,Electronics,Mobiles&Accessories,False
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",35.71,4.2,"20,879",https://m.media-amazon.com/images/I/41ziJKWj9LL._SX300_SY300_QL70_ML2_.jpg,Electronics,WearableTechnology,False
Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (TPU + Polycarbonate | Crystal Transparent),3.32,4.2,"2,646",https://m.media-amazon.com/images/I/41cYSMom9TL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",3.2,4.5,"28,978",https://m.media-amazon.com/images/I/31hDWwY8iWL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Tecno Spark 9 (Sky Mirror, 6GB RAM,128GB Storage) | 11GB Expandable RAM | Helio G37 Gaming Processor",107.16,3.8,"3,145",https://m.media-amazon.com/images/I/41PNVbmQdfL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Red)",7.13,4.1,"1,92,589",https://m.media-amazon.com/images/I/31kLQHU5pdL._SX300_SY300_QL70_ML2_.jpg,Electronics,"Headphones,Earbuds&Accessories",True
"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",4.16,3.8,"16,557",https://m.media-amazon.com/images/I/31bKIZtFGWL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (White)",4.16,3.8,"16,557",https://m.media-amazon.com/images/I/3187gPkT6GL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
Mi 10W Wall Charger for Mobile Phones with Micro USB Cable (Black),5.94,4.2,"21,916",https://m.media-amazon.com/images/I/31H8AoDYAYL._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,False
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",1.13,4.2,"1,949",https://m.media-amazon.com/images/I/31SKRsp7Y1L._SX300_SY300_QL70_ML2_.jpg,Electronics,Mobiles&Accessories,True
